net	instance_name	print_name	bom_line_number	mfg	mpn	item_type	parent_instance	location_type	segment_group	segment_order	connector_group	channel_group	circuit_id	circuit_port_number	node_at_end_a	node_at_end_b	print_name_at_end_a	print_name_at_end_b	parent_csys_instance_name	parent_csys_outputcsys_name	translate_x	translate_y	rotate_csys	absolute_rotation	csys_children	cable_group	cable_container	cable_identifier	length	diameter	appearance	note_type	note_number	note_parent	note_text	note_affected_instances	lib_repo	lib_subpath	lib_desc	lib_latest_rev	lib_rev_used_here	lib_status	lib_releaseticket	lib_datestarted	lib_datemodified	lib_datereleased	lib_drawnby	lib_checkedby	project_editable_lib_modified	lib_build_notes	lib_tools	this_instance_mating_device_refdes	this_instance_mating_device_connector	this_instance_mating_device_connector_mpn	this_net_from_device_refdes	this_net_from_device_channel_id	this_net_from_device_connector_name	this_net_to_device_refdes	this_net_to_device_channel_id	this_net_to_device_connector_name	this_channel_from_device_refdes	this_channel_from_device_channel_id	this_channel_to_device_refdes	this_channel_to_device_channel_id	this_channel_from_channel_type	this_channel_to_channel_type	signal_of_channel_type	debug	debug_cutoff
/INPUT_SNK	/INPUT_SNK:channel-MIC100.out1-PREAMP1.in1	MIC100.out1 <-> PREAMP1.in1				net-channel	channel-MIC100.out1-PREAMP1.in1	segment				channel-MIC100.out1-PREAMP1.in1			MIC100.out1.2	X1.A.10	out1	ch1													{'base_color': '#D59A10'}																								MIC100	out1	out1	X1	ch1	A	MIC100	out1	PREAMP1	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	X1.B.10					connector_cavity	X1.B.conn	node			X1.B		7	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	PREAMP1.in1.node					node		node			PREAMP1.in1																																																									harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:210 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	PREAMP1.in1.conn				D38999_26ZB98PN	connector		node			PREAMP1.in1								PREAMP1.in1.node	origin																	https://github.com/harnice/harnice															PREAMP1	in1	XLR3F														harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:90 in <module>() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	PREAMP1.in1.2					connector_cavity	PREAMP1.in1.conn	node			PREAMP1.in1		7	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	circuit-7	pos of MIC100.out1 <-> PREAMP1.in1				circuit						channel-MIC100.out1-PREAMP1.in1	7		X1.B.10	PREAMP1.in1.2																																							X1	ch1	B	PREAMP1	in1	in1	MIC100	out1	PREAMP1	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	/OUTPUT_SNK:channel-MIC100.out1-PREAMP1.in1	MIC100.out1 <-> PREAMP1.in1				net-channel	channel-MIC100.out1-PREAMP1.in1	segment				channel-MIC100.out1-PREAMP1.in1			X1.B.10	PREAMP1.in1.2	ch1	in1													{'base_color': '#D59A10'}																								X1	ch1	B	PREAMP1	in1	in1	MIC100	out1	PREAMP1	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/INPUT_SNK	MIC100.out1.3					connector_cavity	MIC100.out1.conn	node			MIC100.out1		8	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	X1.A.23					connector_cavity	X1.A.conn	node			X1.A		8	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/INPUT_SNK	circuit-8	neg of MIC100.out1 <-> PREAMP1.in1				circuit						channel-MIC100.out1-PREAMP1.in1	8		MIC100.out1.3	X1.A.23																																							MIC100	out1	out1	X1	ch1	A	MIC100	out1	PREAMP1	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	X1.B.23					connector_cavity	X1.B.conn	node			X1.B		9	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	PREAMP1.in1.3					connector_cavity	PREAMP1.in1.conn	node			PREAMP1.in1		9	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	circuit-9	neg of MIC100.out1 <-> PREAMP1.in1				circuit						channel-MIC100.out1-PREAMP1.in1	9		X1.B.23	PREAMP1.in1.3																																							X1	ch1	B	PREAMP1	in1	in1	MIC100	out1	PREAMP1	in1	(2, 'https://github.com/harnice/harnice')	(1, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	MIC100.out1.1					connector_cavity	MIC100.out1.conn	node			MIC100.out1		10	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	X2.B.25					connector_cavity	X2.B.conn	node			X2.B		10	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/INPUT_SNK	circuit-10	chassis of MIC100.out1-shield <-> MIC2.out1-shield				circuit						channel-MIC100.out1-shield-MIC2.out1-shield	10		MIC100.out1.1	X2.B.25																																							MIC100	out1-shield	out1	X2	ch0-shield	B	MIC100	out1-shield	MIC2	out1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
	channel-MIC100.out1-shield-MIC2.out1-shield	MIC100.out1-shield <-> MIC2.out1-shield				channel		segment				channel-MIC100.out1-shield-MIC2.out1-shield																			{'base_color': '#4039A1'}																														MIC100	out1-shield	MIC2	out1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:132 in <module>() -> instances_list.py:161 in modify()	 
/INPUT_SNK	/INPUT_SNK:channel-MIC100.out1-shield-MIC2.out1-shield	MIC100.out1-shield <-> MIC2.out1-shield				net-channel	channel-MIC100.out1-shield-MIC2.out1-shield	segment				channel-MIC100.out1-shield-MIC2.out1-shield			MIC100.out1.1	X2.B.25	out1-shield	ch0-shield													{'base_color': '#4039A1'}																								MIC100	out1-shield	out1	X2	ch0-shield	B	MIC100	out1-shield	MIC2	out1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/MIC_CABLE_1	X2.A.25					connector_cavity	X2.A.conn	node			X2.A		11	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/MIC_CABLE_1	MIC2.out1.1					connector_cavity	MIC2.out1.conn	node			MIC2.out1		11	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/MIC_CABLE_1	circuit-11	chassis of MIC100.out1-shield <-> MIC2.out1-shield				circuit						channel-MIC100.out1-shield-MIC2.out1-shield	11		X2.A.25	MIC2.out1.1																																							X2	ch0-shield	A	MIC2	out1-shield	out1	MIC100	out1-shield	MIC2	out1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/MIC_CABLE_1	/MIC_CABLE_1:channel-MIC100.out1-shield-MIC2.out1-shield	MIC100.out1-shield <-> MIC2.out1-shield				net-channel	channel-MIC100.out1-shield-MIC2.out1-shield	segment				channel-MIC100.out1-shield-MIC2.out1-shield			X2.A.25	MIC2.out1.1	ch0-shield	out1-shield													{'base_color': '#4039A1'}																								X2	ch0-shield	A	MIC2	out1-shield	out1	MIC100	out1-shield	MIC2	out1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	PREAMP1.in2.1					connector_cavity	PREAMP1.in2.conn	node			PREAMP1.in2		12	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	PREAMP2.in1.node					node		node			PREAMP2.in1																																																									harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:210 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	PREAMP2.in1.conn				D38999_26ZB98PN	connector		node			PREAMP2.in1								PREAMP2.in1.node	origin																	https://github.com/harnice/harnice															PREAMP2	in1	XLR3F														harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:90 in <module>() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	PREAMP2.in1.1					connector_cavity	PREAMP2.in1.conn	node			PREAMP2.in1		12	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	circuit-12	chassis of PREAMP1.in2-shield <-> PREAMP2.in1-shield				circuit						channel-PREAMP1.in2-shield-PREAMP2.in1-shield	12		PREAMP1.in2.1	PREAMP2.in1.1																																							PREAMP1	in2-shield	in2	PREAMP2	in1-shield	in1	PREAMP1	in2-shield	PREAMP2	in1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')	chassis	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
	channel-PREAMP1.in2-shield-PREAMP2.in1-shield	PREAMP1.in2-shield <-> PREAMP2.in1-shield				channel		segment				channel-PREAMP1.in2-shield-PREAMP2.in1-shield																			{'base_color': '#4039A1'}																														PREAMP1	in2-shield	PREAMP2	in1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:132 in <module>() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	/OUTPUT_SNK:channel-PREAMP1.in2-shield-PREAMP2.in1-shield	PREAMP1.in2-shield <-> PREAMP2.in1-shield				net-channel	channel-PREAMP1.in2-shield-PREAMP2.in1-shield	segment				channel-PREAMP1.in2-shield-PREAMP2.in1-shield			PREAMP1.in2.1	PREAMP2.in1.1	in2-shield	in1-shield													{'base_color': '#4039A1'}																								PREAMP1	in2-shield	in2	PREAMP2	in1-shield	in1	PREAMP1	in2-shield	PREAMP2	in1-shield	(5, 'https://github.com/harnice/harnice')	(5, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	PREAMP2.in2.node					node		node			PREAMP2.in2																																																									harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:150 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	PREAMP2.in2.conn				D38999_26ZB98PN	connector		node			PREAMP2.in2								PREAMP2.in2.node	origin																	https://github.com/harnice/harnice															PREAMP2	in2	XLR3F														harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:90 in <module>() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	PREAMP2.in2.2					connector_cavity	PREAMP2.in2.conn	node			PREAMP2.in2		13	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	X1.B.21					connector_cavity	X1.B.conn	node			X1.B		13	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	circuit-13	pos of PREAMP2.in2 <-> VOCAL1.out1				circuit						channel-PREAMP2.in2-VOCAL1.out1	13		PREAMP2.in2.2	X1.B.21																																							PREAMP2	in2	in2	X1	ch2	B	PREAMP2	in2	VOCAL1	out1	(1, 'https://github.com/harnice/harnice')	(2, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
	channel-PREAMP2.in2-VOCAL1.out1	PREAMP2.in2 <-> VOCAL1.out1				channel		segment				channel-PREAMP2.in2-VOCAL1.out1																			{'base_color': '#D59A10'}																														PREAMP2	in2	VOCAL1	out1	(1, 'https://github.com/harnice/harnice')	(2, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:125 in <module>() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	/OUTPUT_SNK:channel-PREAMP2.in2-VOCAL1.out1	PREAMP2.in2 <-> VOCAL1.out1				net-channel	channel-PREAMP2.in2-VOCAL1.out1	segment				channel-PREAMP2.in2-VOCAL1.out1			PREAMP2.in2.2	X1.B.21	in2	ch2													{'base_color': '#D59A10'}																								PREAMP2	in2	in2	X1	ch2	B	PREAMP2	in2	VOCAL1	out1	(1, 'https://github.com/harnice/harnice')	(2, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/INPUT_SNK	X1.A.21					connector_cavity	X1.A.conn	node			X1.A		14	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	VOCAL1.out1.node					node		node			VOCAL1.out1																																																									harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:210 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	VOCAL1.out1.conn				D38999_26ZA98PN	connector		node			VOCAL1.out1								VOCAL1.out1.node	origin																	https://github.com/harnice/harnice															VOCAL1	out1	XLR3M														harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:82 in <module>() -> instances_list.py:161 in modify()	 
/INPUT_SNK	VOCAL1.out1.2					connector_cavity	VOCAL1.out1.conn	node			VOCAL1.out1		14	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/INPUT_SNK	circuit-14	pos of PREAMP2.in2 <-> VOCAL1.out1				circuit						channel-PREAMP2.in2-VOCAL1.out1	14		X1.A.21	VOCAL1.out1.2																																							X1	ch2	A	VOCAL1	out1	out1	PREAMP2	in2	VOCAL1	out1	(1, 'https://github.com/harnice/harnice')	(2, 'https://github.com/harnice/harnice')	pos	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	/INPUT_SNK:channel-PREAMP2.in2-VOCAL1.out1	PREAMP2.in2 <-> VOCAL1.out1				net-channel	channel-PREAMP2.in2-VOCAL1.out1	segment				channel-PREAMP2.in2-VOCAL1.out1			X1.A.21	VOCAL1.out1.2	ch2	out1													{'base_color': '#D59A10'}																								X1	ch2	A	VOCAL1	out1	out1	PREAMP2	in2	VOCAL1	out1	(1, 'https://github.com/harnice/harnice')	(2, 'https://github.com/harnice/harnice')		harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:228 in <module>() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	PREAMP2.in2.3					connector_cavity	PREAMP2.in2.conn	node			PREAMP2.in2		15	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/OUTPUT_SNK	X1.B.9					connector_cavity	X1.B.conn	node			X1.B		15	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
/OUTPUT_SNK	circuit-15	neg of PREAMP2.in2 <-> VOCAL1.out1				circuit						channel-PREAMP2.in2-VOCAL1.out1	15		PREAMP2.in2.3	X1.B.9																																							PREAMP2	in2	in2	X1	ch2	B	PREAMP2	in2	VOCAL1	out1	(1, 'https://github.com/harnice/harnice')	(2, 'https://github.com/harnice/harnice')	neg	harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:256 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	X1.A.9					connector_cavity	X1.A.conn	node			X1.A		16	0																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:76 in <module>() -> system_utils.py:181 in make_instances_for_connectors_cavities_nodes_channels_circuits() -> instances_list.py:136 in new_instance()	 
/INPUT_SNK	VOCAL1.out1.3					connector_cavity	VOCAL1.out1.conn	node			VOCAL1.out1		16	2																																																						harnice:7 in <module>() -> cli.py:137 in main() -> system.py:137 in render() -> <frozen runpy>:287 in run_path() -> <frozen runpy>:98 in _run_module_code() -> <frozen runpy>:88 in _run_code() -> S01-rev1-feature_tree.py:167 in <module>() -> circuit_utils.py:101 in squeeze_instance_between_ports_in_circuit() -> instances_list.py:161 in modify()	 
